Identifier (RIC),Company Name,GICS Industry Name,Year,Board Cultural Diversity Percent,Board Gender Diversity Percent Score,Board Size,DIR Diversity Score,DIR Inclusion Score,EBITDA,Employees Prd/Prd Avg FY,Executive Members Gender Diversity Percent Score,Executives Cultural Diversity Score,Total Capital,Training Hours Total,Women Employees Score,Industry Group
IMCD.AS,IMCD NV,Trading Companies & Distributors,2017,40,33.64,5,41.16666667,6.666666667,197520423.2,2064,18,67.71,1531676683,44462,99.17,Industrial & Services
IMCD.AS,IMCD NV,Trading Companies & Distributors,2018,40,35.34,5,30,0,235303697.6,2532,20.19,67.71,1691738921,44462,99.52,Industrial & Services
IMCD.AS,IMCD NV,Trading Companies & Distributors,2019,40,25,6,26,0,276618164.7,2895,18.67,67.71,1868443827,44462,99.61,Industrial & Services
IMCD.AS,IMCD NV,Trading Companies & Distributors,2020,40,31.55,5,25,0,321833170.5,3144.5,17.11,67.71,2385622863,44462,99.67,Industrial & Services
IMCD.AS,IMCD NV,Trading Companies & Distributors,2021,40,91.95,7,47,0,458955732.9,3519,17.81,67.71,2579442057,44462,99.2,Industrial & Services
IMCD.AS,IMCD NV,Trading Companies & Distributors,2022,40,77.72,5,41.16666667,6.666666667,625449486.3,4031.5,16.85,67.71,2832634846,44462,98.94,Industrial & Services
IMCD.AS,IMCD NV,Trading Companies & Distributors,2023,40,70.21,5,61,33,602318651.9,4529.5,17.55,67.71,3643993687,22620,98.58,Industrial & Services
IMCD.AS,IMCD NV,Trading Companies & Distributors,2024,40,63.89,5,58,7,592506470.7,4931,36.11,67.71,4061374884,66304,98.67,Industrial & Services
INCO.JK,Vale Indonesia Tbk PT,Metals & Mining,2017,70,84.62,10,41,40,108275000,3133,65.38,36.34,1892405000,72820,16.67,Industrial & Services
INCO.JK,Vale Indonesia Tbk PT,Metals & Mining,2018,70,82.14,10,41,36,214552000,3128.5,55.95,36.34,1920246000,73304,16.17,Industrial & Services
INCO.JK,Vale Indonesia Tbk PT,Metals & Mining,2019,66.67,29.07,6,28,29,224388000,3068,56.98,16.67,1942813000,123393,13.1,Industrial & Services
INCO.JK,Vale Indonesia Tbk PT,Metals & Mining,2020,80,30.43,5,36,29,257515000,3025,77.17,36.84,2020454000,125070,16.6,Industrial & Services
INCO.JK,Vale Indonesia Tbk PT,Metals & Mining,2021,40,58,10,27.71,46.15,380659000,2986,72.22,19.44,2159212000,153990,18.58,Industrial & Services
INCO.JK,Vale Indonesia Tbk PT,Metals & Mining,2022,30,51.2,10,24,36,440351000,2950,71.69,48.33,2360514000,121781,14.12,Industrial & Services
INCO.JK,Vale Indonesia Tbk PT,Metals & Mining,2023,50,85.71,10,49,31,482025000,2978.5,78.57,59.26,2573158000,117360,18.89,Industrial & Services
INCO.JK,Vale Indonesia Tbk PT,Metals & Mining,2024,50,83.87,10,51,34,232355000,3030.5,79.03,37.5,2740803000,87639,23.67,Industrial & Services
INPST.AS,InPost SA,Air Freight & Logistics,2017,86.31,66.45333333,7.333333333,41,6.5,268089100.3,3769.666667,22,62.38,922624335.2,81821.21,89.4175,Industrial & Services
INPST.AS,InPost SA,Air Freight & Logistics,2018,86.31,66.45333333,7.333333333,41,6.5,8417363.33,3769.666667,22,62.38,208595478.2,81821.21,89.4175,Industrial & Services
INPST.AS,InPost SA,Air Freight & Logistics,2019,86.31,66.45333333,7.333333333,41,6.5,30590689.09,1768.5,22,62.38,254592614.4,81821.21,89.4175,Industrial & Services
INPST.AS,InPost SA,Air Freight & Logistics,2020,86.31,66.45333333,7.333333333,41,6.5,93672554.71,1994,22,62.38,338201951,81821.21,89.4175,Industrial & Services
INPST.AS,InPost SA,Air Freight & Logistics,2021,86.31,66.45333333,7.333333333,29,0,264602506,2469,22,62.38,520994875.4,50607.84,92.11,Industrial & Services
INPST.AS,InPost SA,Air Freight & Logistics,2022,71.43,64.29,7,41,6.5,356418206.6,4053,22.62,53.57,1478878829,53532.6,91.46,Industrial & Services
INPST.AS,InPost SA,Air Freight & Logistics,2023,100,61.9,7,41,6.5,437532838.4,5718.5,21.43,53.57,1637578527,94796.4,85.56,Industrial & Services
INPST.AS,InPost SA,Air Freight & Logistics,2024,87.5,73.17,8,53,13,685389544.3,6615,21.95,80,2019528072,128348,88.54,Industrial & Services
IPL.AX,Incitec Pivot Ltd,Chemicals,2017,15.242,76.55,7,37,33,507265107.9,5194.4,93.01,40.28,5469940861,1867526,30.73,Industrial & Services
IPL.AX,Incitec Pivot Ltd,Chemicals,2018,15.242,64.52,8,31,31,562265542,5194.4,87.22,40.28,5145607910,1867526,31.9,Industrial & Services
IPL.AX,Incitec Pivot Ltd,Chemicals,2019,14.29,94.97,7,38,25,353107916.6,4750,80.78,40.28,4956603901,1867526,34.25,Industrial & Services
IPL.AX,Incitec Pivot Ltd,Chemicals,2020,16.67,96.89,6,54,25,452576175.3,5000,77.35,40.28,5242794228,1867526,36.75,Industrial & Services
IPL.AX,Incitec Pivot Ltd,Chemicals,2021,16.67,96.57,6,54,18,607345959.6,5000,70.94,40.28,5260461453,1867526,34.31,Industrial & Services
IPL.AX,Incitec Pivot Ltd,Chemicals,2022,14.29,88.71,7,53.55,18.18,766000217.7,5411,83.13,40.28,5280119846,1867526,34.11,Industrial & Services
IPL.AX,Incitec Pivot Ltd,Chemicals,2023,14.29,85.61,7,55,9,439443071.9,5811,70.5,41.67,5400131254,1793176,44.03,Industrial & Services
IPL.AX,Incitec Pivot Ltd,Chemicals,2024,15.242,34.78,8,45,9,484808682.7,5194.4,59.93,38.89,4701047319,1941876,42.75,Industrial & Services
ISAT.JK,Indosat Tbk PT,Wireless Telecommunication Services,2017,40,29.49,10,27.25166667,27,948389310.7,4403.5,48.72,58.43,2760876226,59080,26.29,Industrial & Services
ISAT.JK,Indosat Tbk PT,Wireless Telecommunication Services,2018,50,29.76,10,29,29,470764452.2,4046,65.48,58.43,2579600557,59080,8.02,Industrial & Services
ISAT.JK,Indosat Tbk PT,Wireless Telecommunication Services,2019,54.55,29.07,11,26,27,759795172.9,3704,38.37,83.33,3156745029,59080,14.34,Industrial & Services
ISAT.JK,Indosat Tbk PT,Wireless Telecommunication Services,2020,50,30.43,10,23,29,876044230.8,3406,38.04,71.05,2901261610,59080,9.77,Industrial & Services
ISAT.JK,Indosat Tbk PT,Wireless Telecommunication Services,2021,50,58,10,23.51,25,967165333.3,2997.5,44.44,75,3099443860,43458,10.21,Industrial & Services
ISAT.JK,Indosat Tbk PT,Wireless Telecommunication Services,2022,33.33,48.8,21,27.25166667,27,1270414584,3353,29.52,38.33,5612109284,43458,9.73,Industrial & Services
ISAT.JK,Indosat Tbk PT,Wireless Telecommunication Services,2023,52.63,46.7,19,21,25,1544638454,3928,35.71,9.26,5688849237,71321,6.73,Industrial & Services
ISAT.JK,Indosat Tbk PT,Wireless Telecommunication Services,2024,53.33,22.04,15,41,27,976744505.4,3691.142857,33.87,73.61,5704117837,78083,19.82,Industrial & Services
IVG.MI,Iveco Group NV,Machinery,2017,100,43.15,9,60,65,1476293338,34208.25,47.045,11.225,8864283596,417588,41.13,Industrial & Services
IVG.MI,Iveco Group NV,Machinery,2018,100,43.15,9,60,65,1596476741,34208.25,47.045,11.225,8620056886,417588,41.13,Industrial & Services
IVG.MI,Iveco Group NV,Machinery,2019,100,43.15,9,60,65,1432639060,32552,47.045,11.225,8816671524,417588,41.13,Industrial & Services
IVG.MI,Iveco Group NV,Machinery,2020,100,43.15,9,60,65,806057645.3,32578.5,47.045,11.225,9341719590,417588,41.13,Industrial & Services
IVG.MI,Iveco Group NV,Machinery,2021,100,43.15,9,60,65,1260714367,33382,47.045,11.225,9203555919,417588,41.13,Industrial & Services
IVG.MI,Iveco Group NV,Machinery,2022,100,43.15,9,60,65,1327054795,34871.5,47.045,11.225,7303082192,417588,41.13,Industrial & Services
IVG.MI,Iveco Group NV,Machinery,2023,100,45.74,9,60,65,1969916016,35824,57.98,19.32,9369516515,402131,39.46,Industrial & Services
IVG.MI,Iveco Group NV,Machinery,2024,100,40.56,9,60,65,1941194741,36041.5,36.11,3.13,9395382545,433045,42.8,Industrial & Services
JMAT.L,Johnson Matthey PLC,Chemicals,2017,11.11,83.25,9,42,22,834242846.2,12354,51.43,15.85,4115514408,318070.5,73.33,Industrial & Services
JMAT.L,Johnson Matthey PLC,Chemicals,2018,22.22,76.36,9,55,24,988059199.5,12266.5,45.85,15.85,4804350263,318070.5,80.31,Industrial & Services
JMAT.L,Johnson Matthey PLC,Chemicals,2019,22.22,70.2,9,58,27,968204326.3,12653.5,95.1,15.85,5110763617,318070.5,81.79,Industrial & Services
JMAT.L,Johnson Matthey PLC,Chemicals,2020,20,57.82,10,52,29,1017037552,13463.5,68.26,15.85,5277667395,318070.5,79.79,Industrial & Services
JMAT.L,Johnson Matthey PLC,Chemicals,2021,28.57,45.57,7,59.19,30.77,943864193.8,13749.5,87.96,15.85,5591534158,318070.5,76.69,Industrial & Services
JMAT.L,Johnson Matthey PLC,Chemicals,2022,33.33,51.21,9,53.238,26.554,946890103,13990.5,40.53,15.85,4846081109,318070.5,81.45,Industrial & Services
JMAT.L,Johnson Matthey PLC,Chemicals,2023,33.33,42.9,9,53.238,26.554,809047519.2,13543.5,63.53,15.85,5182344018,322983,82.69,Industrial & Services
JMAT.L,Johnson Matthey PLC,Chemicals,2024,44.44,77.64,9,53.238,26.554,739712193.9,12175.5,79.74,15.85,4885130018,313158,84.71,Industrial & Services
JUNG_p.DE,Jungheinrich AG,Machinery,2017,8.116666667,65.14,12.33333333,33.115,25.91666667,508600714.9,14486,62.65,39.0475,2722211943,765596,47.96,Industrial & Services
JUNG_p.DE,Jungheinrich AG,Machinery,2018,8.116666667,65.14,12.33333333,33.115,25.91666667,649547150.4,15629,62.65,39.0475,3609872722,765596,47.96,Industrial & Services
JUNG_p.DE,Jungheinrich AG,Machinery,2019,8.33,65.23,12,25,39,678818010.8,17062.5,32.85,39.0475,4030260804,765596,52.65,Industrial & Services
JUNG_p.DE,Jungheinrich AG,Machinery,2020,8.33,64.72,12,27,41,746883617.7,18129,31.22,28,4501768939,765596,49.54,Industrial & Services
JUNG_p.DE,Jungheinrich AG,Machinery,2021,8.33,68.84,12,32,38,778108207.1,18242,73.37,45.74,5052285051,765596,47.05,Industrial & Services
JUNG_p.DE,Jungheinrich AG,Machinery,2022,7.69,51.97,13,27.69,12.5,833383352.7,18603,82.97,43.88,4810912171,765596,45.49,Industrial & Services
JUNG_p.DE,Jungheinrich AG,Machinery,2023,7.69,82.19,13,41,13,832954837.3,19455,80.94,39.0475,4980522260,765596,45.54,Industrial & Services
JUNG_p.DE,Jungheinrich AG,Machinery,2024,8.33,57.89,12,46,12,958827099.9,20462,74.55,38.57,5841196076,765596,47.49,Industrial & Services
KELG.KL,Kelington Group Bhd,Construction & Engineering,2017,18.18,20.79,10.33333333,31.33333333,38.66666667,5025469.83,478.375,19.98666667,23.39,26889218.6,9648.333333,63.85,Industrial & Services
KELG.KL,Kelington Group Bhd,Construction & Engineering,2018,18.18,20.79,10.33333333,31.33333333,38.66666667,7004116.22,478.375,19.98666667,23.39,32284503.63,9648.333333,63.85,Industrial & Services
KELG.KL,Kelington Group Bhd,Construction & Engineering,2019,18.18,20.79,10.33333333,31.33333333,38.66666667,8912203.47,478.375,19.98666667,23.39,47527757.4,9648.333333,63.85,Industrial & Services
KELG.KL,Kelington Group Bhd,Construction & Engineering,2020,18.18,20.79,10.33333333,31.33333333,38.66666667,7977860.7,405.5,19.98666667,23.39,56428606.97,9648.333333,63.85,Industrial & Services
KELG.KL,Kelington Group Bhd,Construction & Engineering,2021,18.18,20.79,10.33333333,31.33333333,38.66666667,10618876.08,414,19.98666667,23.39,59862632.08,9648.333333,63.85,Industrial & Services
KELG.KL,Kelington Group Bhd,Construction & Engineering,2022,18.18,16.88,10,23,33,20637500,492.5,27.26,23.39,110944090.9,7009,60.11,Industrial & Services
KELG.KL,Kelington Group Bhd,Construction & Engineering,2023,18.18,13.58,10,28,33,36114161.22,601.5,25.72,23.39,114728540.3,10250,66.51,Industrial & Services
KELG.KL,Kelington Group Bhd,Construction & Engineering,2024,18.18,31.91,11,43,50,40863025.96,478.375,6.98,23.39,147487690.2,11686,64.93,Industrial & Services
KNEBV.HE,Kone Oyj,Machinery,2017,32.6375,68.52,8,41.66285714,19.90428571,1583234366,53589.5,9.62,6.325,3903144156,2330267.533,16.35,Industrial & Services
KNEBV.HE,Kone Oyj,Machinery,2018,32.6375,65,8,32,0,1411712084,56217,5,6.325,3775919809,2330267.533,16.27,Industrial & Services
KNEBV.HE,Kone Oyj,Machinery,2019,32.6375,63.75,8,44,0,1657960227,58592,6.25,15,4189404300,2330267.533,10.29,Industrial & Services
KNEBV.HE,Kone Oyj,Machinery,2020,32.6375,58.33,8,47,0,1819369809,60602.5,9.18,2.38,4520762091,2330267.533,11.75,Industrial & Services
KNEBV.HE,Kone Oyj,Machinery,2021,11.11,87.95,9,45,25,1766477957,62050,37.56,6,4260282382,2330267.533,9.55,Industrial & Services
KNEBV.HE,Kone Oyj,Machinery,2022,25,68.29,8,38.64,33.33,1429687500,62998.5,23.78,1.92,3637735445,2709504,13.13,Industrial & Services
KNEBV.HE,Kone Oyj,Machinery,2023,50,67.5,8,39,25,1675035591,63406.5,38.13,6.325,3684460287,2183056.5,15.98,Industrial & Services
KNEBV.HE,Kone Oyj,Machinery,2024,44.44,84.18,9,46,56,1651516720,64099.5,29.75,6.325,3861165752,2098242.1,18.06,Industrial & Services
KPN.AS,Koninklijke KPN NV,Diversified Telecommunication Services,2017,14.29,62.73,7,42.90857143,27,2753085975,13267,45,48.818,13290387591,922810.8,18.04,Industrial & Services
KPN.AS,Koninklijke KPN NV,Diversified Telecommunication Services,2018,12.5,52.59,8,39,41,3256032664,12836.5,20.19,48.818,11896733645,864594.4,18.4,Industrial & Services
KPN.AS,Koninklijke KPN NV,Diversified Telecommunication Services,2019,12.5,52.44,8,41,27,2777840056,11958.5,44.67,59.62,11317624375,956965.2,15.98,Industrial & Services
KPN.AS,Koninklijke KPN NV,Diversified Telecommunication Services,2020,12.5,46.43,8,46,24,3019052272,10675,87.5,38.1,12285051295,980825.6,10.55,Industrial & Services
KPN.AS,Koninklijke KPN NV,Diversified Telecommunication Services,2021,12.5,76.44,8,48,24,2836323125,9900.5,79.73,47.5,12330900575,683905.4,11.97,Industrial & Services
KPN.AS,Koninklijke KPN NV,Diversified Telecommunication Services,2022,12.5,69.02,8,44.36,25,2717251712,9575.5,76.63,47.73,10639982877,531505.2,10.4,Industrial & Services
KPN.AS,Koninklijke KPN NV,Diversified Telecommunication Services,2023,12.5,92.02,8,42,24,2813062143,9869,67.55,51.14,11422202112,351614.4,11.44,Industrial & Services
KPN.AS,Koninklijke KPN NV,Diversified Telecommunication Services,2024,11.11,40.56,9,40,24,2724919764,9975,96.11,48.818,11005280050,783754.4,12.5,Industrial & Services
LBTYA.OQ,Liberty Global Ltd,Diversified Telecommunication Services,2017,18.18,36.6,11,30,24,5812300000,39000,18.22,54.17,46509400000,532082,42.78,Industrial & Services
LBTYA.OQ,Liberty Global Ltd,Diversified Telecommunication Services,2018,18.18,36.45,11,21,22,4662900000,33850,18.23,54.17,39037500000,437072,43.87,Industrial & Services
LBTYA.OQ,Liberty Global Ltd,Diversified Telecommunication Services,2019,18.18,35.14,11,22,31,4945500000,26650,17.54,54.17,33953500000,410321.4,40.57,Industrial & Services
LBTYA.OQ,Liberty Global Ltd,Diversified Telecommunication Services,2020,18.18,32.26,11,19,29,4361600000,23400,18.75,54.17,41381100000,96176.32,44.53,Industrial & Services
LBTYA.OQ,Liberty Global Ltd,Diversified Telecommunication Services,2021,10,30.93,10,37,21,4355500000,21600,15.63,54.17,28245800000,38855,56.34,Industrial & Services
LBTYA.OQ,Liberty Global Ltd,Diversified Telecommunication Services,2022,10,28.63,10,36,50,3655000000,17100,12.9,54.17,40423100000,58642.1,53.02,Industrial & Services
LBTYA.OQ,Liberty Global Ltd,Diversified Telecommunication Services,2023,9.09,45.24,11,34,57,2403300000,10650,12.7,54.17,36336600000,66775.94,56.73,Industrial & Services
LBTYA.OQ,Liberty Global Ltd,Diversified Telecommunication Services,2024,9.09,40.4,11,48,33,2138600000,9980,12.1,54.17,34773300000,92148.2,64.33,Industrial & Services
LIGHT.AS,Signify NV,Electrical Equipment,2017,40,33.64,5,31,0,960880987.5,33193,18,75.212,4355753890,617674.808,98.33,Industrial & Services
LIGHT.AS,Signify NV,Electrical Equipment,2018,42.86,63.79,7,45,0,881961647.9,30683.5,20.19,75.212,3881090008,617674.808,93.42,Industrial & Services
LIGHT.AS,Signify NV,Electrical Equipment,2019,50,75.61,6,29,0,924825684.4,30621,18.67,75.212,4247472143,115000,95.1,Industrial & Services
LIGHT.AS,Signify NV,Electrical Equipment,2020,40,83.93,5,55,0,1108939912,34965.5,17.11,73.81,5652173913,135610,89.52,Industrial & Services
LIGHT.AS,Signify NV,Electrical Equipment,2021,50,60.92,6,68,0,1103835573,37375,73.37,30,5234977150,617674.808,86.11,Industrial & Services
LIGHT.AS,Signify NV,Electrical Equipment,2022,50,52.72,6,69,0,827268835.6,35721.5,85.87,86.36,5455907534,1252016,87.93,Industrial & Services
LIGHT.AS,Signify NV,Electrical Equipment,2023,50,45.74,6,52.28571429,1.857142857,960127134.1,33269.5,80.85,93.18,5713308245,830856,89.92,Industrial & Services
LIGHT.AS,Signify NV,Electrical Equipment,2024,57.14,72.78,7,69,13,822031266.2,30689.5,66.11,92.71,4990164613,754892.04,86.64,Industrial & Services
LXSG.DE,Lanxess AG,Chemicals,2017,8.33,15.43,12,46.73333333,49.35833333,1107022708,16473,32.98,23.57,6875525652,219076.3333,41.15,Industrial & Services
LXSG.DE,Lanxess AG,Chemicals,2018,8.33,19.47,12,44,52,1163613680,17875,33.04,23.57,7543095692,219076.3333,41.43,Industrial & Services
LXSG.DE,Lanxess AG,Chemicals,2019,8.33,36.78,12,45,48,1268464997,17235,32.85,23.57,6328562253,219076.3333,46.06,Industrial & Services
LXSG.DE,Lanxess AG,Chemicals,2020,16.67,64.72,12,45,48,1365379010,14872.5,31.22,23.57,6154294554,219076.3333,44.04,Industrial & Services
LXSG.DE,Lanxess AG,Chemicals,2021,16.67,68.84,12,49,51,1289692233,14306.5,63.58,23.57,7120175867,206584,40.43,Industrial & Services
LXSG.DE,Lanxess AG,Chemicals,2022,16.67,87.99,12,49.4,50.15,1159538913,14587.5,74.01,23.57,8260009549,222990,41.31,Industrial & Services
LXSG.DE,Lanxess AG,Chemicals,2023,25,88.67,12,48,47,1167594178,14866,28.78,23.57,9282962329,227655,50,Industrial & Services
LXSG.DE,Lanxess AG,Chemicals,2024,25,82.08,12,46.73333333,49.35833333,2055996380,13857.5,65.95,23.57,8295719157,219076.3333,52.96,Industrial & Services
LYB.N,LyondellBasell Industries NV,Chemicals,2017,90.91,55.45,11,23,0,6657000000,13200,18.22,35.71,17569000000,492452.7143,34.14428571,Industrial & Services
LYB.N,LyondellBasell Industries NV,Chemicals,2018,90.91,59.48,11,40,0,6471000000,16425,38.67,15,19783000000,249000,36.19,Industrial & Services
LYB.N,LyondellBasell Industries NV,Chemicals,2019,91.67,52.44,12,42,0,5462000000,19275,48.1,9.62,20241000000,376000,40.16,Industrial & Services
LYB.N,LyondellBasell Industries NV,Chemicals,2020,91.67,46.43,12,24,0,3579000000,19150,45.94,20.11,24061000000,363000,15.56,Industrial & Services
LYB.N,LyondellBasell Industries NV,Chemicals,2021,100,40.8,11,39,0,8790000000,19150,41.89,20.11,23602000000,287850,11.97,Industrial & Services
LYB.N,LyondellBasell Industries NV,Chemicals,2022,91.67,14.67,12,55,25,6437000000,19200,58.15,20.11,24064000000,745407,39.19,Industrial & Services
LYB.N,LyondellBasell Industries NV,Chemicals,2023,100,22.87,12,55,31,5105000000,19650,70.74,20.11,24290000000,816942,46.38,Industrial & Services
LYB.N,LyondellBasell Industries NV,Chemicals,2024,100,19.44,11,60,33,4288000000,20000,80.56,20.11,23737000000,608970,49.56,Industrial & Services
MAHM.NS,Mahindra and Mahindra Ltd,Automobiles,2017,8.33,18.87,12,31,43,1695608327,20244,72.17,25,13085088666,14925,0.7,Industrial & Services
MAHM.NS,Mahindra and Mahindra Ltd,Automobiles,2018,9.09,28.26,11,26,48,2031346951,20616.5,58.7,25,15500473046,147272.54,1.58,Industrial & Services
MAHM.NS,Mahindra and Mahindra Ltd,Automobiles,2019,9.09,19.75,11,28,67,2198107835,20943.5,60.44,25,17229297485,169871.05,1.95,Industrial & Services
MAHM.NS,Mahindra and Mahindra Ltd,Automobiles,2020,8.836666667,62.87,11,27,64,1751101111,20829,37.81,25,17286987111,462382,4.39,Industrial & Services
MAHM.NS,Mahindra and Mahindra Ltd,Automobiles,2021,8.836666667,73.09,14,25.92,69.51,1869990566,20289.5,51.61,25,17949472907,600948.14,5.06,Industrial & Services
MAHM.NS,Mahindra and Mahindra Ltd,Automobiles,2022,8.836666667,72.7,13,26,69,1920876295,20619,50.7,25,17711197685,107501.17,8.66,Industrial & Services
MAHM.NS,Mahindra and Mahindra Ltd,Automobiles,2023,8.836666667,71.91,13,19,69,2475045034,22396,57.51,25,19441207400,250483.3167,11.24,Industrial & Services
MAHM.NS,Mahindra and Mahindra Ltd,Automobiles,2024,8.836666667,86.39,10,20,69,2886484703,23950,54.24,25,22334323935,250483.3167,14.05,Industrial & Services
MAN.N,ManpowerGroup Inc,Professional Services,2017,7.69,97.32,13,61,46,908100000,28500,56.07,64.89,3805100000,681120,95.45,Industrial & Services
MAN.N,ManpowerGroup Inc,Professional Services,2018,10.45428571,95.28,14,62,50,921800000,29500,53.65,64.89,3773900000,635382,98.35,Industrial & Services
MAN.N,ManpowerGroup Inc,Professional Services,2019,8.33,97.22,12,61,53,797700000,29000,67.8,64.89,3834900000,660000,95.09,Industrial & Services
MAN.N,ManpowerGroup Inc,Professional Services,2020,9.09,97.99,11,50.63,53.33,447200000,26500,64.73,64.89,3577500000,504000,96.1,Industrial & Services
MAN.N,ManpowerGroup Inc,Professional Services,2021,7.69,92.2,13,63,53,694000000,27500,73.37,64.89,3650000000,406864,91.54,Industrial & Services
MAN.N,ManpowerGroup Inc,Professional Services,2022,8.33,76.77,12,62,53,741100000,30450,57.06,64.89,3444600000,536400,87.65,Industrial & Services
MAN.N,ManpowerGroup Inc,Professional Services,2023,15.38,85.65,13,66,53,548700000,29400,46.7,64.89,3236700000,494400,90.77,Industrial & Services
MAN.N,ManpowerGroup Inc,Professional Services,2024,16.67,68.45,12,63,53,441300000,27300,38.58,64.89,3079700000,502200,90.6,Industrial & Services
MANP.PA,Manitou BF SA,Machinery,2017,7.8725,6.478333333,12.66666667,44.31,42.85666667,154355154.1,3600.5,72.98666667,47.795,778335192.7,44579.83333,41.44166667,Industrial & Services
MANP.PA,Manitou BF SA,Machinery,2018,7.8725,6.478333333,12.66666667,44.31,42.85666667,189010459.7,4162.5,72.98666667,47.795,883335627.1,44579.83333,41.44166667,Industrial & Services
MANP.PA,Manitou BF SA,Machinery,2019,8.33,7.52,12,42,45,218839539.9,4499.5,42.81,50,996500235.4,47819,41.47,Industrial & Services
MANP.PA,Manitou BF SA,Machinery,2020,8.33,7.19,12,45,45,169832682,4464,75,45.59,1033481925,44535,40.09,Industrial & Services
MANP.PA,Manitou BF SA,Machinery,2021,7.69,5.71,13,48,42,201431234.8,4408,96.15,47.795,1074278699,27625,35.76,Industrial & Services
MANP.PA,Manitou BF SA,Machinery,2022,7.14,4.06,14,42.86,44.14,149784888.7,4735.5,65.48,47.795,1165902183,38545,40.19,Industrial & Services
MANP.PA,Manitou BF SA,Machinery,2023,7.8725,6.06,13,43,41,302848377.2,5236.5,86.87,47.795,1506929469,49914,45.11,Industrial & Services
MANP.PA,Manitou BF SA,Machinery,2024,7.8725,8.33,12,45,40,287982192.8,4443.785714,71.61,47.795,1472832591,59041,46.03,Industrial & Services
MBGn.DE,Mercedes-Benz Group AG,Automobiles,2017,20,42.02,20,55.39285714,74.72428571,31514737107,285904.5,73.4,71.43,2.30663E+11,5932248,56.48,Industrial & Services
MBGn.DE,Mercedes-Benz Group AG,Automobiles,2018,25,35.84,20,56,74,28791632260,294002,93.75,59.09,2.41943E+11,6075741,57.04,Industrial & Services
MBGn.DE,Mercedes-Benz Group AG,Automobiles,2019,25,46.26,20,54,73,30242360379,298669,91.28,50,2.518E+11,6571026,53.16,Industrial & Services
MBGn.DE,Mercedes-Benz Group AG,Automobiles,2020,25,47.72,20,55,67,30571568149,287299,88.58,43,2.5414E+11,5644579.5,51.17,Industrial & Services
MBGn.DE,Mercedes-Benz Group AG,Automobiles,2021,25,53.26,20,51,81,22448445991,224184,79.28,37.23,2.26235E+11,3432923.9,46.96,Industrial & Services
MBGn.DE,Mercedes-Benz Group AG,Automobiles,2022,25,48.92,20,50.75,78.07,33802440068,170611,88.89,55.1,2.12304E+11,1931160,50.3,Industrial & Services
MBGn.DE,Mercedes-Benz Group AG,Automobiles,2023,30,75.72,20,59,85,34443181442,167426.5,93.88,48.89,2.22324E+11,2700752,54.21,Industrial & Services
MBGn.DE,Mercedes-Benz Group AG,Automobiles,2024,30,40.5,20,62,65,30259195057,246870.8571,89.78,2.14,2.34201E+11,2656816,54.78,Industrial & Services
MGNT.MM,Magnit PAO,Consumer Staples Distribution & Retail,2017,60.85,31.43,11,33.31285714,17.34,1730000558,251764,72.97,25,5336289000,10795380.23,85.14,Industrial & Services
MGNT.MM,Magnit PAO,Consumer Staples Distribution & Retail,2018,60.85,27.94,10,16,0,1564042562,273829.5,75.71,25,11230548636,10795380.23,93.18,Industrial & Services
MGNT.MM,Magnit PAO,Consumer Staples Distribution & Retail,2019,60.85,23.53,9,11,0,2029251263,286086,77.78,25,10042431300,10795380.23,88.04,Industrial & Services
MGNT.MM,Magnit PAO,Consumer Staples Distribution & Retail,2020,71.43,22.73,7,34,0,2304759921,302157,98.91,25,11788830749,10795380.23,93.14,Industrial & Services
MGNT.MM,Magnit PAO,Consumer Staples Distribution & Retail,2021,70,18.09,10,40,34,2324052500,312216.5,85.87,25,9575137674,10795380.23,94.62,Industrial & Services
MGNT.MM,Magnit PAO,Consumer Staples Distribution & Retail,2022,66.67,13.54,9,44.19,35.38,2816759084,336500.5,98.15,25,12147544242,9701230.7,96.84,Industrial & Services
MGNT.MM,Magnit PAO,Consumer Staples Distribution & Retail,2023,46.15,34.38,13,41,27,3190080166,358000,77.08,25,14820500745,10956830,96.43,Industrial & Services
MGNT.MM,Magnit PAO,Consumer Staples Distribution & Retail,2024,50,42.39,10,47,25,2948520082,302936.2143,77.17,25,11799219893,11728080,94.39,Industrial & Services
MT.AS,ArcelorMittal SA,Metals & Mining,2017,84.62,71.88,13,45.46142857,37.35142857,7576000000,198000,15.63,16.67,53783000000,10124400,52.30333333,Industrial & Services
MT.AS,ArcelorMittal SA,Metals & Mining,2018,80,84.09,10,33,33,9500000000,203000,17.5,37.5,56591000000,9658290,52.30333333,Industrial & Services
MT.AS,ArcelorMittal SA,Metals & Mining,2019,80,80.36,10,37,40,4367000000,200000,20.37,30,54823000000,11680648,52.30333333,Industrial & Services
MT.AS,ArcelorMittal SA,Metals & Mining,2020,77.78,81.82,9,37,45,4101000000,179500,25,19.23,52559000000,10901136,52.30333333,Industrial & Services
MT.AS,ArcelorMittal SA,Metals & Mining,2021,80,82.5,10,54.23,38.46,19281000000,163000,17.81,17.86,59745000000,6206491,52.30333333,Industrial & Services
MT.AS,ArcelorMittal SA,Metals & Mining,2022,72.73,82.14,11,50,38,13878000000,156176,22.62,10.71,67240000000,5684724,57.79,Industrial & Services
MT.AS,ArcelorMittal SA,Metals & Mining,2023,70,65.48,10,50,38,7522000000,140554,46.43,10.71,66749000000,7871952,55.31,Industrial & Services
