Identifier,Company Name,GICS Industry Name,Year,Board Cultural Diversity Percent,Board Gender Diversity Percent Score,Board Size,DIR Diversity Score,DIR Inclusion Score,EBITDA,Employees Prd/Prd Avg FY,Executive Members Gender Diversity Percent Score,Executives Cultural Diversity Score,Total Capital,Training Hours Total,Women Employees Score
BATO.KL,British American Tobacco (Malaysia) Bhd,Tobacco,2023,14.29,65.4,7.0,38.0,17.0,65275163.4,339.5,49.61,37.8,211159912.85,7236.0,33.53
BATO.KL,British American Tobacco (Malaysia) Bhd,Tobacco,2024,14.29,59.04,7.0,46.0,17.0,67193375.11,441.14285714285717,45.35,82.26,220167860.34,11186.0,43.79
BATS.L,British American Tobacco plc,Tobacco,2017,45.45,71.2,11.0,31.0,69.0,10806939790.29,52789.0,36.7,68.75,148613663387.74,931695.0,19.89
BATS.L,British American Tobacco plc,Tobacco,2018,53.85,78.55,13.0,32.0,62.0,13886053987.86,56235.5,36.72,65.0,143806449966.83,931695.0,21.94
BATS.L,British American Tobacco plc,Tobacco,2019,50.0,68.18,10.0,50.0,62.0,15880403076.11,54947.5,35.43,63.89,144592946168.13,931695.0,30.28
BATS.L,British American Tobacco plc,Tobacco,2020,54.55,50.4,11.0,58.0,69.0,16849200814.91,54257.0,44.48,64.81,145513214925.41,931695.0,33.89
BATS.L,British American Tobacco plc,Tobacco,2021,58.33,66.51,12.0,53.0,67.0,16160454576.2,53569.0,48.82,64.06,144218358925.79,931695.0,43.53
BATS.L,British American Tobacco plc,Tobacco,2022,60.0,79.03,10.0,53.57,92.31,15253130103.43,51103.0,42.0,83.93,143137966491.26,931695.0,42.15
BATS.L,British American Tobacco plc,Tobacco,2023,63.64,60.12,11.0,51.0,86.0,17098814933.62,48561.0,35.5,77.42,117222285867.03,931695.0,48.69
BATS.L,British American Tobacco plc,Tobacco,2024,63.64,82.76,11.0,56.0,87.0,15100713123.98,47857.0,35.53,87.84,108069560865.76,931695.0,49.41
BAWJ.J,Barloworld Ltd,Trading Companies & Distributors,2017,7.69,84.8,13.0,59.98571428571428,31.047142857142855,494164372.03,19993.5,58.73,50.0,2257254855.64,582423.72,75.48
BAWJ.J,Barloworld Ltd,Trading Companies & Distributors,2018,18.18,84.4,11.0,52.0,31.0,391589697.17,18309.0,64.96,50.0,2398902389.0,568049.85,80.56
BAWJ.J,Barloworld Ltd,Trading Companies & Distributors,2019,16.67,92.0,12.0,56.0,31.0,428137183.64,16406.5,61.72,50.0,2132029339.85,410344.52,80.29
BAWJ.J,Barloworld Ltd,Trading Companies & Distributors,2020,16.67,96.06,12.0,64.0,29.0,445741877.27,12972.5,79.39,50.0,1880792881.52,331475.88,80.65
BAWJ.J,Barloworld Ltd,Trading Companies & Distributors,2021,18.18,96.25,11.0,63.0,29.0,751968399.57,10389.0,89.11,50.0,2359295882.93,277199.4,77.26
BAWJ.J,Barloworld Ltd,Trading Companies & Distributors,2022,20.0,97.06,10.0,60.9,33.33,331749898.05,9419.0,92.44,50.0,1749677618.45,299505.12,75.2
BAWJ.J,Barloworld Ltd,Trading Companies & Distributors,2023,18.18,93.64,11.0,64.0,33.0,310861106.41,7449.0,91.53,50.0,1568421163.93,175509.72,77.28
BAWJ.J,Barloworld Ltd,Trading Companies & Distributors,2024,16.509999999999998,94.83,11.0,60.0,31.0,314126114.01,6261.5,85.34,50.0,1607889948.66,243761.64,74.63
BCE.TO,BCE Inc,Diversified Telecommunication Services,2017,7.14,65.89,14.0,37.0,10.0,7380138347.78,49884.5,52.4,12.5,34998807346.74,1100000.0,44.85
BCE.TO,BCE Inc,Diversified Telecommunication Services,2018,7.14,79.0,14.0,45.0,12.0,6992007039.67,52234.5,31.57,12.5,33067390188.46,1100000.0,41.98
BCE.TO,BCE Inc,Diversified Telecommunication Services,2019,7.14,74.62,14.0,59.0,6.0,7746804250.73,52445.0,30.82,12.5,36734945325.74,1100000.0,43.03
BCE.TO,BCE Inc,Diversified Telecommunication Services,2020,7.14,71.45,14.0,27.0,35.0,7546739984.29,51402.0,31.14,12.5,37432835820.9,1100000.0,40.23
BCE.TO,BCE Inc,Diversified Telecommunication Services,2021,6.25,56.17,16.0,41.0,33.0,7830457495.65,50242.5,53.41,12.5,41644768086.12,1100000.0,48.94
BCE.TO,BCE Inc,Diversified Telecommunication Services,2022,6.913333333333333,78.15,14.0,39.07,30.86,7527492803.9,47195.5,63.01,12.5,40176396782.05,1100000.0,48.66
BCE.TO,BCE Inc,Diversified Telecommunication Services,2023,6.913333333333333,73.1,14.0,24.0,29.0,7864854662.14,44871.0,82.24,12.5,42834277085.69,1100000.0,42.31
BCE.TO,BCE Inc,Diversified Telecommunication Services,2024,6.67,57.02,15.0,37.0,30.0,7363699582.75,42761.0,75.89,12.5,40239221140.47,1100000.0,38.11
BICP.PA,Societe BIC SA,Commercial Services & Supplies,2017,30.0,12.37,10.0,45.158,22.4,584990583.13,12396.0,66.49,76.06,2048021256.94,168163.0,59.09
BICP.PA,Societe BIC SA,Commercial Services & Supplies,2018,27.27,11.57,11.0,39.0,24.0,523965501.42,14300.0,74.54,76.06,1941390265.16,141859.0,54.4
BICP.PA,Societe BIC SA,Commercial Services & Supplies,2019,27.27,13.4,11.0,41.0,22.0,524530861.15,13220.5,80.72,76.06,1912359034.15,220042.0,76.34
BICP.PA,Societe BIC SA,Commercial Services & Supplies,2020,18.18,62.81,11.0,43.0,23.0,422967757.69,12011.5,81.56,89.71,1922531753.79,133035.0,74.35
BICP.PA,Societe BIC SA,Commercial Services & Supplies,2021,15.38,63.59,13.0,60.0,23.0,441452379.33,10858.5,68.26,42.42,2073402223.59,193614.0,67.95
BICP.PA,Societe BIC SA,Commercial Services & Supplies,2022,16.67,76.65,12.0,42.79,20.0,460703125.0,10525.5,68.78,76.06,2124772046.23,96680.0,59.88
BICP.PA,Societe BIC SA,Commercial Services & Supplies,2023,27.27,53.03,11.0,45.158,22.4,510409102.45,10451.0,78.79,76.06,2210261220.8,129904.0,55.17
BICP.PA,Societe BIC SA,Commercial Services & Supplies,2024,25.0,75.78,12.0,45.158,22.4,491872864.69,11966.142857142857,85.42,96.05,2203333678.43,139344.0,58.49
BMWG.DE,Bayerische Motoren Werke AG,Automobiles,2017,5.0,59.04,20.0,42.0,74.0,18333683767.87,123486.5,70.74,43.46,149035954583.68,3791760.0,63.89
BMWG.DE,Bayerische Motoren Werke AG,Automobiles,2018,5.0,51.33,20.0,47.0,74.0,21878336392.32,127330.5,68.3,13.64,177139189788.99,3534150.0,45.77
BMWG.DE,Bayerische Motoren Werke AG,Automobiles,2019,4.867142857142857,46.26,20.0,44.0,73.0,20193366363.89,132307.0,68.6,38.1,183217497018.08,3663350.4,38.95
BMWG.DE,Bayerische Motoren Werke AG,Automobiles,2020,5.0,77.16,20.0,46.0,77.0,15066251149.03,134230.0,70.3,55.0,195671815797.14,3326822.4,35.55
BMWG.DE,Bayerische Motoren Werke AG,Automobiles,2021,4.76,84.6,21.0,42.0,73.0,13458720078.16,127252.0,64.41,45.74,203649242794.33,1931616.0,32.77
BMWG.DE,Bayerische Motoren Werke AG,Automobiles,2022,4.76,67.2,21.0,43.1,53.72,22681490575.9,119817.5,62.19,43.88,200895800650.25,2746797.9,30.06
BMWG.DE,Bayerische Motoren Werke AG,Automobiles,2023,4.55,41.37,22.0,43.0,56.0,24180222602.74,134192.0,60.43,60.0,193089683219.18,3228660.0,34.41
BMWG.DE,Bayerische Motoren Werke AG,Automobiles,2024,5.0,40.5,20.0,45.0,52.0,30279319744.41,152212.5,53.41,47.86,202545992296.91,3672315.0,35.17
BOSSn.DE,Hugo Boss AG,Textiles Apparel & Luxury Goods,2017,30.77,32.45,13.0,45.221428571428575,41.88285714285714,518378889.82,13781.0,32.98,60.71,1148929772.92,223388.936,46.55
BOSSn.DE,Hugo Boss AG,Textiles Apparel & Luxury Goods,2018,33.33,35.84,12.0,42.0,37.0,590057700.84,13891.5,33.04,60.71,1251524094.0,223388.936,38.57
BOSSn.DE,Hugo Boss AG,Textiles Apparel & Luxury Goods,2019,33.33,36.78,12.0,42.0,42.0,561392100.19,14335.0,32.85,60.71,1323606523.53,223388.936,42.16
BOSSn.DE,Hugo Boss AG,Textiles Apparel & Luxury Goods,2020,33.33,39.59,12.0,35.0,44.0,792500504.45,14659.0,31.22,60.71,2438232854.29,351200.0,44.92
BOSSn.DE,Hugo Boss AG,Textiles Apparel & Luxury Goods,2021,23.08,85.33,13.0,43.55,41.18,249925500.73,14196.0,17.81,60.71,2307515876.89,124248.0,44.67
BOSSn.DE,Hugo Boss AG,Textiles Apparel & Luxury Goods,2022,16.67,87.99,12.0,46.0,44.0,610421071.78,13900.0,29.75,60.71,2105640815.77,121157.18,46.35
BOSSn.DE,Hugo Boss AG,Textiles Apparel & Luxury Goods,2023,16.67,88.67,12.0,52.0,44.0,723950128.42,15485.5,28.78,60.71,2193806720.89,257551.5,58.59
BOSSn.DE,Hugo Boss AG,Textiles Apparel & Luxury Goods,2024,15.38,74.19,13.0,56.0,41.0,829728626.14,17834.0,25.45,60.71,2687139814.38,262788.0,57.63
BPOST.BR,Bpost SA,Air Freight & Logistics,2017,13.2575,75.0,12.0,37.0,0.0,689051234.99,24515.5,14.29,50.0,1839109415.67,456164.0,67.05
BPOST.BR,Bpost SA,Air Freight & Logistics,2018,16.67,67.74,12.0,28.0,0.0,599940361.5,28262.0,11.29,10.0,1980800990.92,531859.0,58.16
BPOST.BR,Bpost SA,Air Freight & Logistics,2019,18.18,73.47,11.0,34.0,0.0,573840324.64,32785.0,12.24,28.333333333333332,2390085868.66,651565.8,73.28
BPOST.BR,Bpost SA,Air Freight & Logistics,2020,9.09,91.51,11.0,40.0,0.0,619198827.55,35330.0,66.98,28.333333333333332,2475574010.75,893831.8,72.86
BPOST.BR,Bpost SA,Air Freight & Logistics,2021,9.09,86.54,11.0,40.0,0.0,668894800.26,36281.5,63.58,28.333333333333332,2572471182.05,656783.0,67.89
BPOST.BR,Bpost SA,Air Freight & Logistics,2022,13.2575,35.71,12.0,36.0,22.0,589148116.44,35390.5,49.11,28.333333333333332,2733304794.52,1006402.0,67.07
BPOST.BR,Bpost SA,Air Freight & Logistics,2023,13.2575,69.44,10.0,53.0,20.0,509860616.03,34772.0,37.04,28.333333333333332,2557580038.18,862725.0,70.37
BPOST.BR,Bpost SA,Air Freight & Logistics,2024,13.2575,90.18,12.0,55.0,18.0,860958691.38,36267.5,30.36,25.0,3522517858.99,1059943.2,71.18
BRISA.IS,Brisa Bridgestone Sabanci Lastik Sanayi ve Ticaret AS,Automobile Components,2017,28.784999999999997,32.16600000000001,11.2,46.4125,59.985,97926941.15,2653.0,57.772000000000006,60.0,716145339.14,122945.01999999999,9.136000000000001
BRISA.IS,Brisa Bridgestone Sabanci Lastik Sanayi ve Ticaret AS,Automobile Components,2018,28.784999999999997,32.16600000000001,11.2,46.4125,59.985,101948883.26,2761.5,57.772000000000006,60.0,677618208.29,122945.01999999999,9.136000000000001
BRISA.IS,Brisa Bridgestone Sabanci Lastik Sanayi ve Ticaret AS,Automobile Components,2019,28.784999999999997,32.16600000000001,11.2,46.4125,59.985,103637646.9,2835.5,57.772000000000006,60.0,685000205.11,122945.01999999999,9.136000000000001
BRISA.IS,Brisa Bridgestone Sabanci Lastik Sanayi ve Ticaret AS,Automobile Components,2020,28.784999999999997,26.61,11.0,46.4125,59.985,126385122.44,2872.0,17.74,60.0,619473085.31,127679.96,8.2
BRISA.IS,Brisa Bridgestone Sabanci Lastik Sanayi ve Ticaret AS,Automobile Components,2021,27.27,62.2,11.0,37.65,36.94,107808690.98,2992.5,47.0,50.0,533129823.3,114498.15,6.42
BRISA.IS,Brisa Bridgestone Sabanci Lastik Sanayi ve Ticaret AS,Automobile Components,2022,27.27,26.67,11.0,47.0,64.0,203975950.73,3272.0,63.81,70.0,1223781346.08,79797.0,6.25
BRISA.IS,Brisa Bridgestone Sabanci Lastik Sanayi ve Ticaret AS,Automobile Components,2023,33.33,20.16,12.0,52.0,70.0,150270401.27,3570.5,78.63,60.0,1423297095.66,129513.0,12.13
BRISA.IS,Brisa Bridgestone Sabanci Lastik Sanayi ve Ticaret AS,Automobile Components,2024,27.27,25.19,11.0,49.0,69.0,95192987.41,3614.5,81.68,60.0,936469595.3,163236.99,12.68
BT.L,BT Group PLC,Diversified Telecommunication Services,2017,18.18,71.2,11.0,42.357142857142854,47.082857142857144,9590656480.12,104450.0,39.63,18.625,26404726957.96,2911443.2600000002,12.89
BT.L,BT Group PLC,Diversified Telecommunication Services,2018,18.18,67.77,11.0,30.0,53.0,10518275591.43,106100.0,38.67,18.625,33896737302.39,2911443.2600000002,22.17
BT.L,BT Group PLC,Diversified Telecommunication Services,2019,18.18,58.75,11.0,41.0,47.0,9632525410.48,106250.0,58.65,18.625,35239770654.16,3288000.0,23.36
BT.L,BT Group PLC,Diversified Telecommunication Services,2020,9.09,50.4,11.0,46.0,60.0,9818944963.24,106000.0,78.02,18.625,50488029008.54,2987600.0,15.63
BT.L,BT Group PLC,Diversified Telecommunication Services,2021,8.33,42.18,12.0,46.0,54.0,10217157659.77,102500.0,85.52,17.19,47559732135.48,2601888.0,20.07
BT.L,BT Group PLC,Diversified Telecommunication Services,2022,14.392000000000001,59.53,12.0,46.5,55.58,9950882538.35,99050.0,76.15,16.07,48908646774.53,2911443.2600000002,17.11
BT.L,BT Group PLC,Diversified Telecommunication Services,2023,14.392000000000001,60.12,11.0,44.0,31.0,9777635262.63,97750.0,49.75,20.97,47351479348.32,3079829.0,18.91
BT.L,BT Group PLC,Diversified Telecommunication Services,2024,14.392000000000001,42.9,12.0,43.0,29.0,10224690734.66,94400.0,61.64,20.27,45441807624.34,2599899.3,19.21
BUCN.S,Bucher Industries AG,Machinery,2017,100.0,38.83857142857143,6.428571428571429,30.166666666666668,14.166666666666666,332854356.97,11641.5,71.22571428571429,51.51,1804782921.07,249315.5142857143,20.942857142857143
BUCN.S,Bucher Industries AG,Machinery,2018,100.0,46.25,6.0,30.0,0.0,393723252.5,12581.0,97.13,51.51,1608110862.03,219154.8,21.03
BUCN.S,Bucher Industries AG,Machinery,2019,100.0,35.94,7.0,30.0,20.0,370944410.0,13080.5,95.96,51.51,1694771647.03,183166.5,19.71
BUCN.S,Bucher Industries AG,Machinery,2020,100.0,35.29,7.0,30.0,21.0,324031182.92,12852.5,75.8,51.51,1737769743.53,200930.3,20.28
BUCN.S,Bucher Industries AG,Machinery,2021,100.0,42.82,7.0,24.0,15.0,478403858.8,13080.0,50.99,51.51,1849704012.28,150690.0,18.23
BUCN.S,Bucher Industries AG,Machinery,2022,100.0,43.96,6.0,43.0,14.0,551601038.51,14219.0,64.08,95.98,1973063608.83,262865.0,18.3
BUCN.S,Bucher Industries AG,Machinery,2023,100.0,36.52,6.0,30.166666666666668,14.166666666666666,593582887.7,14867.0,58.87,34.72,2316815210.93,297520.0,23.37
BUCN.S,Bucher Industries AG,Machinery,2024,100.0,31.09,6.0,24.0,15.0,410383597.88,14482.5,55.75,23.83,2108906525.57,430882.0,25.68
BVI.PA,Bureau Veritas SA,Professional Services,2017,21.43,30.93,14.0,48.0,0.0,974316526.91,71229.5,36.6,27.63,4153141157.14,735879.0,31.82
BVI.PA,Bureau Veritas SA,Professional Services,2018,16.67,38.89,12.0,49.0,3.0,964652720.43,74422.5,27.31,27.63,4773717772.27,1350511.0,36.26
BVI.PA,Bureau Veritas SA,Professional Services,2019,16.67,41.5,12.0,48.0,3.0,1152388852.77,76911.5,57.19,27.63,5636616371.1,1273381.0,45.54
BVI.PA,Bureau Veritas SA,Professional Services,2020,16.67,34.06,12.0,49.0,25.0,979848558.87,76662.5,56.25,27.63,5657181240.84,1477602.0,39.29
BVI.PA,Bureau Veritas SA,Professional Services,2021,16.67,34.78,12.0,51.0,27.0,1106904940.55,77317.0,85.52,27.63,5225086965.42,1793928.0,36.67
BVI.PA,Bureau Veritas SA,Professional Services,2022,8.33,33.76,12.0,47.4,28.06,1121040239.73,81146.5,55.84,27.63,5322345890.41,2382907.0,30.86
BVI.PA,Bureau Veritas SA,Professional Services,2023,8.33,33.08,12.0,50.0,47.0,1215057442.09,82050.0,78.03,27.63,5001379493.01,2684748.0,28.6
BVI.PA,Bureau Veritas SA,Professional Services,2024,8.33,29.43,12.0,49.0,40.0,1260068330.05,77105.64285714286,64.58,27.63,5082306657.0,2940845.0,32.33
BYWGnx.DE,BayWa AG,Trading Companies & Distributors,2017,12.376666666666665,39.98166666666666,16.166666666666668,37.99166666666667,15.255,250085155.59,16470.0,33.318333333333335,26.763333333333332,4087940496.22,216062.56833333336,37.23833333333334
BYWGnx.DE,BayWa AG,Trading Companies & Distributors,2018,12.376666666666665,39.98166666666666,16.166666666666668,37.99166666666667,15.255,287191852.31,17017.0,33.318333333333335,26.763333333333332,4708055325.63,216062.56833333336,37.23833333333334
BYWGnx.DE,BayWa AG,Trading Companies & Distributors,2019,12.5,36.78,16.0,36.0,13.0,323424167.35,17593.5,32.85,26.763333333333332,5367579594.46,251918.0,36.27
BYWGnx.DE,BayWa AG,Trading Companies & Distributors,2020,12.5,39.59,16.0,38.0,13.0,348631257.99,18528.5,31.22,28.0,6443512768.2,220119.6,33.89
BYWGnx.DE,BayWa AG,Trading Companies & Distributors,2021,12.5,45.65,16.0,39.0,21.0,737542745.48,20200.0,17.81,28.72,6496091841.72,157844.0,39.96
BYWGnx.DE,BayWa AG,Trading Companies & Distributors,2022,12.5,42.11,16.0,35.95,14.53,805993224.65,21337.5,29.75,26.763333333333332,7888275015.35,122726.8,34.3
BYWGnx.DE,BayWa AG,Trading Companies & Distributors,2023,12.5,37.23,16.0,36.0,15.0,852632705.48,21988.0,28.78,26.763333333333332,8764661815.07,223440.4,38.92
BYWGnx.DE,BayWa AG,Trading Companies & Distributors,2024,11.76,38.53,17.0,43.0,15.0,656969750.48,22826.0,59.5,23.57,9049584496.71,320326.61,40.09
CALN.S,Calida Holding AG,Textiles Apparel & Luxury Goods,2017,23.810000000000002,49.306666666666665,7.0,47.333333333333336,14.666666666666666,31700708.2,2921.0,84.92333333333333,11.47,211510828.29,2998.0,91.61333333333334
CALN.S,Calida Holding AG,Textiles Apparel & Luxury Goods,2018,23.810000000000002,49.306666666666665,7.0,47.333333333333336,14.666666666666666,31596698.59,2966.5,84.92333333333333,11.47,218265742.82,2998.0,91.61333333333334
CALN.S,Calida Holding AG,Textiles Apparel & Luxury Goods,2019,23.810000000000002,49.306666666666665,7.0,47.333333333333336,14.666666666666666,51294688.99,2965.5,84.92333333333333,11.47,282745401.94,2998.0,91.61333333333334
CALN.S,Calida Holding AG,Textiles Apparel & Luxury Goods,2020,23.810000000000002,49.306666666666665,7.0,47.333333333333336,14.666666666666666,42839227.21,2854.5,84.92333333333333,11.47,250755846.8,2998.0,91.61333333333334
CALN.S,Calida Holding AG,Textiles Apparel & Luxury Goods,2021,23.810000000000002,49.306666666666665,7.0,47.333333333333336,14.666666666666666,51012935.76,2591.0,84.92333333333333,11.47,238403858.8,2998.0,91.61333333333334
CALN.S,Calida Holding AG,Textiles Apparel & Luxury Goods,2022,28.57,42.82,7.0,43.0,0.0,51699480.74,2478.0,80.43,11.47,263291864.99,2998.0,92.67
CALN.S,Calida Holding AG,Textiles Apparel & Luxury Goods,2023,28.57,36.96,7.0,49.0,23.0,23348781.94,2516.5,86.41,11.47,199345216.87,2998.0,91.15
CALN.S,Calida Holding AG,Textiles Apparel & Luxury Goods,2024,14.29,68.14,7.0,50.0,21.0,22005070.55,2242.0,87.93,11.47,133119488.54,2998.0,91.02
CAPP.PA,Capgemini SE,IT Services,2017,20.0,50.52,15.0,45.0,17.0,1982941663.37,196387.5,73.2,10.358333333333333,12394285097.35,6500000.0,44.74
CAPP.PA,Capgemini SE,IT Services,2018,18.75,15.28,16.0,52.0,24.0,1964629782.55,205505.5,69.91,10.358333333333333,12427745664.74,8700000.0,53.48
CAPP.PA,Capgemini SE,IT Services,2019,8.33,7.52,12.0,66.0,17.0,2365311750.33,215313.5,69.28,16.0,14027083380.04,8200000.0,46.89
CAPP.PA,Capgemini SE,IT Services,2020,21.43,44.06,14.0,58.0,39.0,2939667806.55,244541.5,79.69,5.88,18516121152.91,9200000.0,52.05
CAPP.PA,Capgemini SE,IT Services,2021,13.33,27.99,15.0,49.11,42.78,3105745401.63,297226.5,66.92,10.61,18326398835.91,10900000.0,59.42
CAPP.PA,Capgemini SE,IT Services,2022,35.71,43.15,14.0,53.0,62.0,3508133561.64,342125.5,63.2,10.94,18503852739.73,12800000.0,58.71
CAPP.PA,Capgemini SE,IT Services,2023,33.33,25.76,15.0,46.0,82.0,3624204032.53,350005.0,51.01,1.61,18836149338.4,17400000.0,65.45
CAPP.PA,Capgemini SE,IT Services,2024,33.33,22.92,15.0,52.0,83.0,2439175898.13,264443.5714285714,54.43,17.11,16147376601.297148,17800000.0,68.56
CARLb.CO,Carlsberg A/S,Beverages,2017,60.95333333333334,56.9,15.0,46.63857142857143,35.214285714285715,2122628584.32,41746.0,55.17,74.82,11881497719.25,630930.0,77.59
CARLb.CO,Carlsberg A/S,Beverages,2018,60.95333333333334,53.23,15.0,51.0,27.0,2035111431.95,41133.5,19.35,74.82,11039058780.16,621450.0,69.12
CARLb.CO,Carlsberg A/S,Beverages,2019,60.95333333333334,36.9,14.0,43.0,38.0,2202491744.22,41042.5,53.57,74.82,10661212848.99,653392.0,74.39
CARLb.CO,Carlsberg A/S,Beverages,2020,60.95333333333334,44.12,15.0,37.0,43.0,2251821942.09,40629.0,21.57,74.82,12082594708.16,742464.0,66.35
CARLb.CO,Carlsberg A/S,Beverages,2021,60.95333333333334,47.66,15.0,40.0,30.0,2313431694.82,35534.0,17.81,74.82,11876462044.19,600150.0,61.54
CARLb.CO,Carlsberg A/S,Beverages,2022,100.0,27.21,15.0,48.47,37.5,2164049116.85,30946.0,23.53,74.82,9122029164.93,511875.0,58.75
CARLb.CO,Carlsberg A/S,Beverages,2023,40.0,48.53,15.0,48.0,38.0,2154659323.09,30939.0,22.79,82.14,9601433182.32,493360.0,58.15
CARLb.CO,Carlsberg A/S,Beverages,2024,42.86,57.58,14.0,59.0,33.0,2099497375.8,31460.0,53.79,67.5,9545972064.09,558792.0,59.9
CCH.L,Coca Cola HBC AG,Beverages,2017,84.62,43.84,13.0,64.4042857142857,53.208571428571425,1127865548.64,30255.0,90.79,91.67,5564232674.75,599902.0,60.34
CCH.L,Coca Cola HBC AG,Beverages,2018,83.33,77.5,12.0,45.0,52.0,1125332599.32,29155.5,92.53,96.43,5414258188.82,597368.1,48.53
CCH.L,Coca Cola HBC AG,Beverages,2019,84.62,71.88,13.0,66.0,53.0,1273008542.03,28636.5,88.97,96.43,6753917897.9,779868.0,60.98
CCH.L,Coca Cola HBC AG,Beverages,2020,84.62,64.05,13.0,68.0,46.0,1266121152.91,28055.5,89.49,93.75,6788959452.86,647590.0,54.81
CCH.L,Coca Cola HBC AG,Beverages,2021,84.62,65.84,13.0,66.0,69.0,1261055407.77,27254.5,80.43,86.24,6882772889.53,720146.0,46.15
CCH.L,Coca Cola HBC AG,Beverages,2022,69.23,82.61,13.0,64.83,73.46,1399400684.93,29915.0,86.41,77.23,7283283390.41,796942.0,50.0
CCH.L,Coca Cola HBC AG,Beverages,2023,84.62,73.53,13.0,69.0,36.0,1623939169.88,32871.5,84.98,82.87,7296083343.45,963204.0,48.37
CCH.L,Coca Cola HBC AG,Beverages,2024,92.31,84.83,13.0,72.0,43.0,1624702350.14,29449.071428571428,72.0,90.23,7540739206.96,837292.0,29.69
CELC.KL,CelcomDigi Bhd,Wireless Telecommunication Services,2017,57.14,99.07,7.0,68.0,50.0,712114490.6,2000.0,90.91,38.7875,796992334.32,28996.4,85.57
CELC.KL,CelcomDigi Bhd,Wireless Telecommunication Services,2018,50.0,60.34,8.0,65.0,47.0,724741404.36,1916.0,40.0,38.7875,815312832.93,54798.32,83.49
CELC.KL,CelcomDigi Bhd,Wireless Telecommunication Services,2019,50.0,99.15,8.0,70.0,47.0,805990462.22,1683.5,57.38,38.7875,1420832966.5,103168.0,89.75
CELC.KL,CelcomDigi Bhd,Wireless Telecommunication Services,2020,57.14,89.23,7.0,61.0,53.0,766128606.97,1504.0,90.44,40.38,1506937562.19,78745.5,89.45
CELC.KL,CelcomDigi Bhd,Wireless Telecommunication Services,2021,57.14,99.35,7.0,70.0,53.0,722801152.74,1436.5,87.8,46.97,1342960134.49,83622.98,91.9
CELC.KL,CelcomDigi Bhd,Wireless Telecommunication Services,2022,50.0,98.91,6.0,63.05,57.14,684689772.73,2609.0,53.43,57.32,7091282727.27,72800.25,91.28
CELC.KL,CelcomDigi Bhd,Wireless Telecommunication Services,2023,40.0,71.02,10.0,66.175,51.19,1340744662.31,3736.5,42.43,38.7875,6417369281.05,68672.87,91.35
CELC.KL,CelcomDigi Bhd,Wireless Telecommunication Services,2024,50.0,65.76,10.0,66.175,51.19,1301581692.03,2126.5,40.57,10.48,6543950760.97,65404.0,90.85
CEMI.MI,Cementir Holding NV,Construction Materials,2017,98.33333333333333,78.81333333333333,10.333333333333334,47.8,13.2,249399599.33,3344.0,17.27166666666667,7.598000000000001,2118305922.43,55631.333333333336,45.91
CEMI.MI,Cementir Holding NV,Construction Materials,2018,98.33333333333333,78.81333333333333,10.333333333333334,47.8,13.2,250846407.93,3052.0,17.27166666666667,7.598000000000001,1831118680.61,55631.333333333336,45.91
CEMI.MI,Cementir Holding NV,Construction Materials,2019,100.0,85.37,13.0,51.0,0.0,285440441.23,3062.5,20.95,7.598000000000001,1939917718.54,61205.0,37.5
CEMI.MI,Cementir Holding NV,Construction Materials,2020,100.0,88.1,12.0,40.0,0.0,311828285.3,3018.5,20.64,10.71,2091034440.64,50556.0,44.57
CEMI.MI,Cementir Holding NV,Construction Materials,2021,100.0,60.92,9.0,48.0,0.0,326628470.09,3039.0,14.86,6.25,1753692335.68,35286.0,42.98
CEMI.MI,Cementir Holding NV,Construction Materials,2022,90.0,77.72,10.0,47.8,13.2,335482662.67,3084.0,16.85,4.55,1947542808.22,37963.0,47.18
CEMI.MI,Cementir Holding NV,Construction Materials,2023,100.0,70.21,10.0,41.0,33.0,429100680.92,3065.0,17.55,10.23,2075297142.79,68510.0,50.57
CEMI.MI,Cementir Holding NV,Construction Materials,2024,100.0,90.56,8.0,59.0,33.0,573830624.29,3063.5,12.78,6.25,2142237291.65,80268.0,52.66
CENCOMALLS.SN,Cencosud Shopping SA,Real Estate Management & Development,2017,25.077999999999996,55.589999999999996,7.4,33.26,16.9275,245800335.58999997,445.0833333333333,22.36,70.18199999999999,3793793818.0042863,10503.92,8.846
CENCOMALLS.SN,Cencosud Shopping SA,Real Estate Management & Development,2018,25.077999999999996,55.589999999999996,7.4,33.26,16.9275,93010358.66,445.0833333333333,22.36,70.18199999999999,2117430471.24,10503.92,8.846
CENCOMALLS.SN,Cencosud Shopping SA,Real Estate Management & Development,2019,25.077999999999996,55.589999999999996,7.4,33.26,16.9275,276527123.09,389.5,22.36,70.18199999999999,4188459088.49,10503.92,8.846
CENCOMALLS.SN,Cencosud Shopping SA,Real Estate Management & Development,2020,28.57,76.74,7.0,43.0,2.0,171739282.85,385.0,60.23,70.0,4655412464.95,13834.0,11.65
CENCOMALLS.SN,Cencosud Shopping SA,Real Estate Management & Development,2021,28.57,76.74,7.0,32.04,5.71,230032342.85,395.5,23.91,90.0,3910046558.57,6048.6,7.65
CENCOMALLS.SN,Cencosud Shopping SA,Real Estate Management & Development,2022,28.57,59.57,7.0,33.26,16.9275,304497567.82,466.0,10.64,68.75,4034367702.29,9407.0,7.99
CENCOMALLS.SN,Cencosud Shopping SA,Real Estate Management & Development,2023,28.57,43.62,7.0,31.0,31.0,321728243.88,501.5,8.51,81.25,3994375729.63,21070.0,8.65
